2.0 ^ 0 =  1
2.0 ^ 1 =  2.0
2.0 ^ 2 =  4.00
2.0 ^ 3 =  8.000
2.0 ^ 4 =  16.0000
2.0 ^ 5 =  32.00000
2.0 ^ 6 =  64.000000
2.0 ^ 7 =  128.0000000
2.0 ^ 8 =  256.00000000
2.0 ^ 9 =  512.000000000
2.0 ^ 10 =  1024.0000000000
2.0 ^ 11 =  2048.00000000000
2.0 ^ 12 =  4096.000000000000
2.0 ^ 13 =  8192.0000000000000
2.0 ^ 14 =  16384.000000000000
2.0 ^ 15 =  32768.000000000000
2.0 ^ 16 =  65536.000000000000
2.0 ^ 17 =  131072.00000000000
2.0 ^ 18 =  262144.00000000000
2.0 ^ 19 =  524288.00000000000
2.0 ^ 20 =  1048576.0000000000
2.0 ^ 21 =  2097152.0000000000
2.0 ^ 22 =  4194304.0000000000
2.0 ^ 23 =  8388608.0000000000
2.0 ^ 24 =  16777216.000000000
2.0 ^ 25 =  33554432.000000000
2.0 ^ 26 =  67108864.000000000
2.0 ^ 27 =  134217728.00000000
2.0 ^ 28 =  268435456.00000000
2.0 ^ 29 =  536870912.00000000
2.0 ^ 30 =  1073741824.0000000
2.0 ^ 31 =  2147483648.0000000
2.0 ^ 32 =  4294967296.0000000
2.0 ^ 33 =  8589934592.0000000
2.0 ^ 34 =  17179869184.000000
2.0 ^ 35 =  34359738368.000000
2.0 ^ 36 =  68719476736.000000
2.0 ^ 37 =  137438953472.00000
2.0 ^ 38 =  274877906944.00000
2.0 ^ 39 =  549755813888.00000
2.0 ^ 40 =  1099511627776.0000
2.0 ^ 41 =  2199023255552.0000
2.0 ^ 42 =  4398046511104.0000
2.0 ^ 43 =  8796093022208.0000
2.0 ^ 44 =  17592186044416.000
2.0 ^ 45 =  35184372088832.000
2.0 ^ 46 =  70368744177664.000
2.0 ^ 47 =  140737488355328.00
2.0 ^ 48 =  281474976710656.00
2.0 ^ 49 =  562949953421312.00
2.0 ^ 50 =  1125899906842624.0
2.0 ^ 51 =  2251799813685248.0
2.0 ^ 52 =  4503599627370496.0
2.0 ^ 53 =  9007199254740992.0
